age,income,employment_type,loan_amount,tenure_months,emi,credit_history_months,active_loans,past_delinquency,new_device_flag,kyc_mismatch,recent_txn_velocity,emi_income_ratio,loan_income_ratio,default
37,21737,self-employed,77676,12,6843,5,4,0,0,0,37,0.31484130081410855,3.57336234087992,1
48,20622,salaried,45502,3,15554,50,4,0,0,0,13,0.7542144127591537,2.206383488567173,1
50,47167,salaried,79553,12,7323,9,4,0,0,0,3,0.15526654570502985,1.6866165315103951,1
49,62153,self-employed,92572,12,8230,47,1,0,1,0,14,0.13241765751193785,1.489401369210891,0
26,31525,self-employed,97590,6,16812,55,2,0,0,0,8,0.5333104198312457,3.0955669853358754,1
55,49437,student,89274,12,7899,40,0,0,1,0,34,0.15978997649062857,1.8058123829465067,1
57,17148,salaried,32036,9,3978,29,2,1,1,0,20,0.23202888070786187,1.8681659906512873,1
44,42704,self-employed,96459,9,11334,43,0,1,0,0,31,0.26542460446039734,2.2587380733906985,1
49,50028,self-employed,18892,9,2631,36,1,0,0,0,34,0.05260019352027169,0.37762521248085185,0
51,18278,salaried,50202,9,5836,58,4,0,0,0,22,0.31933421549745333,2.746561298916719,1
55,36941,student,74226,9,8632,47,0,1,0,0,30,0.2336742931510482,2.009271463540852,1
53,50738,salaried,62157,6,11069,30,4,0,0,0,36,0.21816036688253806,1.2250398619062242,0
41,10000,salaried,54693,3,18669,41,4,0,0,0,5,1.866959787532701,5.4693,1
52,60031,salaried,6051,3,2494,8,2,0,0,0,38,0.04155520614971958,0.10079658465501701,0
43,45305,salaried,28308,3,10185,15,1,0,0,0,1,0.22482617131151847,0.624829067070032,0
53,50750,salaried,64118,9,7696,27,4,0,1,0,17,0.15164883893080508,1.2633860957798433,0
23,33809,salaried,54218,9,6528,52,1,0,0,0,37,0.19309803594020727,1.6036458319408717,0
38,14159,self-employed,16839,12,1598,53,4,1,0,0,17,0.11292742259662128,1.1892652316932426,1
45,48010,salaried,50625,3,17468,23,4,0,1,0,12,0.3638450871270305,1.0544470784926634,1
51,38761,self-employed,42372,12,3830,22,1,0,0,0,8,0.09883568285975314,1.093156558460415,0
23,40481,salaried,43322,6,7834,43,2,0,0,0,45,0.1935392313589345,1.0701617257961815,0
44,56314,salaried,90317,6,15175,56,1,0,0,0,13,0.26948542665201924,1.603807791246447,1
52,51430,salaried,45704,9,5348,51,2,0,1,1,15,0.10398526233037132,0.888647648835946,0
42,68818,salaried,94990,12,8473,48,2,1,0,0,5,0.12313200312890714,1.3802962204654217,1
43,42307,salaried,47199,3,16485,1,0,0,0,0,9,0.3896502734865412,1.1156095333225269,0
22,29631,salaried,78599,3,26270,1,1,0,0,0,2,0.8865511662780937,2.652520750286359,1
47,37173,salaried,93579,3,31751,32,2,0,0,0,3,0.8541397150692741,2.5173410486152465,1
22,46234,self-employed,49303,12,4680,55,4,0,0,0,33,0.10123079971155349,1.0663577958426964,0
46,55237,salaried,45646,9,5792,33,1,1,1,0,44,0.10486822917087203,0.8263537018631337,1
37,17994,salaried,42233,3,14715,7,1,0,1,0,27,0.8178041748168161,2.346996124391573,1
53,40128,salaried,47520,9,5658,42,2,0,0,0,43,0.14102147482881391,1.184208630906551,0
29,64143,salaried,86806,3,29216,11,3,0,0,0,9,0.45549183506469215,1.3533172915328358,1
59,36396,salaried,62736,9,7281,10,0,0,0,0,47,0.2000459924806836,1.7236648448918246,0
49,53965,salaried,10898,12,1007,33,2,0,0,0,27,0.018661254265678637,0.20194504010969605,0
46,47396,salaried,59324,9,6869,18,0,0,0,0,26,0.14494180157360761,1.25164666023397,0
55,54337,self-employed,9646,3,4086,7,3,0,0,0,46,0.07519996514782158,0.1775187923154239,0
45,27853,self-employed,25438,6,5215,14,0,0,0,0,41,0.187259536127878,0.9132753905939752,0
44,27918,salaried,38410,6,6723,8,0,0,1,0,18,0.240829057065748,1.375766842090073,1
33,40304,salaried,20243,6,3829,51,3,0,0,0,14,0.09500958102715105,0.5022568636409718,0
27,17016,self-employed,95626,6,16706,1,3,1,1,0,6,0.9817521650395409,5.619547306600114,1
56,35953,self-employed,98510,9,11327,32,4,0,0,0,28,0.31505135787833993,2.7398981732388585,1
40,43793,self-employed,36766,6,7069,57,0,0,0,0,30,0.1614321275174724,0.8395376928866531,0
21,66769,salaried,63830,12,6086,25,3,0,1,0,38,0.0911497104485674,0.9559749196443826,0
28,46040,self-employed,41054,9,5096,29,4,0,1,0,45,0.11068609508717077,0.8916878989742321,0
36,49378,self-employed,90881,12,8127,11,3,0,0,0,30,0.1646002016379946,1.840500101063787,0
34,57467,self-employed,10160,12,1602,42,1,1,0,0,27,0.02788699045539171,0.1767966946957131,0
32,25530,self-employed,35064,9,4397,55,1,0,0,0,48,0.17225688775668813,1.3734356828816392,0
43,37523,self-employed,94524,6,15942,46,3,0,0,0,21,0.42485386438231965,2.519043929437905,1
35,76381,salaried,19909,12,2113,6,2,0,0,0,27,0.027676867085535038,0.26065318297212053,0
48,38813,self-employed,10596,3,4311,36,3,1,0,0,28,0.11107733061689941,0.2730001417216124,0
54,56746,self-employed,30938,6,5603,30,3,1,0,1,47,0.09874611369603024,0.5451969925253982,0
22,54456,student,27909,9,3723,47,4,0,1,0,36,0.06837597118955124,0.5125048675793297,0
52,17828,student,85279,6,14666,28,2,0,0,0,6,0.822674315715948,4.783351600587518,1
43,44657,salaried,7006,9,1517,14,2,0,0,0,1,0.03398669250699236,0.15688403440863713,0
42,42201,salaried,33680,12,3369,36,1,0,0,0,30,0.07985443499103934,0.7980813426329245,0
45,44949,salaried,7046,3,3084,45,2,0,0,0,1,0.0686234172019895,0.15675410239435383,0
42,28688,student,94959,3,32143,46,2,1,0,0,20,1.1204386143883287,3.310023864129997,1
42,23246,salaried,23151,3,8397,24,3,1,0,0,44,0.36123879637678014,0.9959043933489183,1
26,32859,salaried,59725,9,7021,39,2,1,0,0,24,0.21367752059010087,1.8175676395530864,1
35,38533,salaried,23702,3,8527,9,2,0,0,0,3,0.22130562726037994,0.615107929307408,0
57,57774,salaried,76941,3,26311,59,4,0,0,0,13,0.45540897158960303,1.3317405569263738,1
53,67259,salaried,83196,6,14630,32,0,0,0,0,34,0.2175236303626908,1.2369375218390162,0
28,60948,self-employed,95606,6,16393,54,4,0,1,0,23,0.2689650313288671,1.568623778519468,1
25,52902,salaried,20733,12,2205,39,4,0,1,0,32,0.041685710307886904,0.39190758444892443,0
59,24934,self-employed,78687,9,8959,22,3,0,0,0,33,0.35930084401430035,3.155697934063265,1
24,33866,self-employed,97918,12,8886,51,0,0,1,0,26,0.2624115320583529,2.891288858070548,1
26,43148,salaried,88165,6,14909,9,3,1,1,0,12,0.3455367085881718,2.0432738453663206,1
52,30513,salaried,13914,9,1528,20,1,0,0,0,19,0.05008996208101902,0.45599616629075596,0
50,48658,self-employed,64961,3,22161,18,0,0,0,0,9,0.4554555981911841,1.335050491262418,1
55,50807,salaried,31971,6,5713,11,1,1,0,0,19,0.11246219370739902,0.6292600722888091,0
36,48044,salaried,66462,6,11774,33,2,0,0,1,29,0.24507825942896433,1.3833468181327018,1
33,55377,self-employed,82811,6,14493,53,2,0,1,0,5,0.2617223352727448,1.4954037142694272,0
50,26431,student,27554,9,3157,31,4,0,0,0,31,0.11944357303344183,1.0424827894028394,0
39,53992,salaried,80257,12,7373,45,2,0,1,0,41,0.13656652484964824,1.4864491034304772,1
37,29565,self-employed,5586,12,753,28,1,0,0,0,7,0.02547278260165695,0.188937590764498,0
39,25885,salaried,13061,12,1653,36,1,0,0,0,5,0.06386198611301706,0.5045592143997353,0
48,47981,salaried,57238,3,19969,36,0,0,1,0,40,0.41619573603984633,1.1929120869504035,1
46,58238,salaried,85285,12,7560,49,0,0,0,0,10,0.12981221034630952,1.4644192542797771,0
57,47320,salaried,87309,9,10339,2,2,0,0,0,29,0.21850220664596295,1.8450681899989303,1
46,40312,salaried,61088,9,7340,2,3,0,0,0,38,0.18208091823333666,1.5153777668428314,0
43,44652,salaried,47998,12,4428,42,3,1,0,1,14,0.09918114406116395,1.0749276533268823,1
29,42046,salaried,25510,6,4715,17,3,0,0,1,42,0.11216026624276364,0.6067106271188174,0
32,23110,self-employed,82635,9,9492,13,3,0,0,0,46,0.41072021051918584,3.575610833204087,1
21,21360,student,79607,3,26969,22,3,0,0,1,4,1.2625915800481993,3.7267977221114337,1
21,38817,salaried,17045,9,2634,41,2,0,1,0,43,0.0678617304662841,0.43910480851714506,0
54,41197,salaried,49055,6,8785,23,1,1,0,0,31,0.21326082639150107,1.1907174034494084,1
52,40169,salaried,79820,6,13893,33,4,1,1,0,27,0.3458661326834058,1.9870557247584741,1
45,50141,self-employed,98849,3,33819,1,0,0,0,0,6,0.6744742750703495,1.9713999837013017,1
21,36767,self-employed,26499,9,3719,36,1,0,0,0,45,0.10115799626483564,0.720711179334742,0
36,48444,salaried,27313,9,3545,39,4,0,0,1,18,0.07319625443271016,0.5637976273689695,0
59,37831,salaried,16823,12,1627,36,0,0,1,1,14,0.043022786565783906,0.4446858854974137,0
25,67350,self-employed,58042,9,6836,35,2,0,0,0,5,0.10150042620439723,0.8617916659385074,0
42,41210,salaried,74058,9,8404,50,4,0,0,0,2,0.20393217263413557,1.7970573029759382,0
49,75110,self-employed,27131,9,3467,13,3,0,0,0,13,0.04615856313026543,0.3612128462251854,0
23,45280,student,8473,12,1528,45,0,0,1,0,32,0.03376399780034236,0.18712383978486202,0
32,36794,self-employed,77789,12,6734,22,3,1,0,0,38,0.1830210988789065,2.114127818983322,1
46,26508,salaried,8570,9,1560,32,1,0,0,0,30,0.05886506395181043,0.3232952075680881,0
36,18356,self-employed,29603,12,2808,43,2,0,1,0,9,0.15300700706233505,1.6126562039740036,1
57,25128,salaried,28553,3,9968,52,3,0,0,0,5,0.3966849278893992,1.1362855946218893,0
42,26805,self-employed,14664,3,5555,23,3,0,0,1,28,0.20724459086013378,0.5470436383951489,0
49,45922,self-employed,24235,9,2845,40,0,0,0,0,31,0.06195395880811485,0.5277392429912133,0
34,32107,salaried,16768,9,2496,3,3,0,0,0,45,0.07776284518502265,0.5222452651447407,0
48,42803,salaried,78789,9,9244,11,1,0,0,0,40,0.21598378800293666,1.84069651002512,1
25,59229,salaried,11171,6,2309,29,3,1,0,0,24,0.03899188170917422,0.18860478160371927,0
50,38682,salaried,85867,12,7572,53,1,0,0,1,48,0.1957601900496844,2.219767807056143,1
25,71187,self-employed,44199,6,7912,41,2,0,0,0,25,0.11115209745135969,0.6208827790869815,0
32,22362,self-employed,96321,12,8703,26,2,0,0,0,47,0.38917494713425926,4.3071908695725565,1
36,37741,salaried,30157,9,3806,13,3,0,0,0,34,0.10086580344543404,0.7990462048136335,0
46,31910,salaried,15053,6,3100,38,0,0,0,0,2,0.09717253994147788,0.47172847327773443,0
46,54047,salaried,72451,12,6825,16,2,0,0,0,39,0.1262788396426418,1.340503578673465,0
41,10000,salaried,62813,12,5706,53,3,0,0,0,20,0.5706641309615245,6.2813,1
59,18353,self-employed,78374,9,8936,3,2,0,0,0,48,0.4869120749215687,4.270301541449512,1
56,38389,salaried,55194,9,6784,21,2,0,0,0,35,0.1767217791180474,1.4377257333882014,1
53,63270,self-employed,82511,9,10039,44,2,1,0,0,3,0.15867792374117817,1.304095649018014,1
50,43387,self-employed,43919,9,5444,6,4,0,0,0,45,0.12548388426025425,1.012247097154853,0
57,19726,self-employed,19590,9,2607,37,3,0,0,0,7,0.13216345021926829,0.9930658663363497,0
43,22042,salaried,40135,12,3764,15,1,0,0,0,3,0.1707961409320842,1.8208006342091354,0
30,65094,self-employed,68692,12,6107,25,3,1,1,0,47,0.09382530010410949,1.0552602042041488,0
25,30682,self-employed,18949,12,1981,56,2,1,1,0,13,0.06458751810056727,0.6175736914731305,0
56,25855,self-employed,37635,9,4561,59,2,1,0,0,29,0.17642263036898875,1.4555869379711701,1
54,62160,salaried,27388,6,5268,29,3,1,0,0,26,0.08476355156062433,0.44060071985790006,0
51,55166,salaried,14394,3,5384,31,4,0,0,0,16,0.09760545124740387,0.26091942971745574,0
30,59110,self-employed,84366,9,9530,13,2,0,1,0,8,0.16122651470257474,1.427249587423128,1
39,25749,salaried,40324,6,7310,39,0,1,0,0,31,0.28392166596006524,1.5660187875435512,1
52,17123,salaried,95183,6,16110,23,2,0,0,0,17,0.9408434006018854,5.558645740999606,1
21,41997,salaried,50786,9,6180,29,0,1,0,0,27,0.14717393584156305,1.2092625326770774,1
25,45026,salaried,83570,12,7540,30,3,0,0,0,31,0.16746290275868267,1.856001964497776,1
24,45469,salaried,22666,6,4450,30,4,0,0,0,2,0.09787187474716695,0.4984931824535744,0
36,62172,salaried,10892,9,1861,38,4,0,1,0,44,0.029946712841700737,0.17518926567085552,0
44,13993,salaried,37699,12,3757,35,0,0,0,0,6,0.26853412661829945,2.6940377394842585,1
36,52895,salaried,55670,6,9975,53,2,0,1,0,17,0.18859755264217573,1.0524539540077795,0
22,23550,student,12240,12,1625,13,2,1,1,0,40,0.0690137533760451,0.5197314442470736,0
48,52836,salaried,8141,12,1188,6,4,0,1,0,43,0.022490286895182825,0.15408046419889063,0
52,32875,self-employed,59407,6,10266,54,0,0,0,0,38,0.3122784144259809,1.807021337253075,1
47,27790,salaried,14113,9,1970,51,4,1,0,0,6,0.07090902596705112,0.5078368173343658,0
40,30851,self-employed,57399,3,19521,51,0,0,1,1,48,0.6327616953362198,1.8604954554559854,1
44,18315,salaried,33755,9,4222,26,2,0,0,0,27,0.2305170036364326,1.842939615157703,1
32,40606,salaried,5281,3,2502,12,4,1,0,0,29,0.06163629430863867,0.13005328139179972,0
55,28409,self-employed,31997,6,5949,17,0,0,0,0,49,0.20939920555353833,1.1262623581385616,0
53,51794,salaried,56183,3,19078,20,0,1,0,0,46,0.36835524647945606,1.0847296293027886,1
53,49600,salaried,58006,9,7009,34,3,1,0,0,23,0.14131784817691306,1.1694559724902553,1
57,65322,salaried,29330,12,3085,46,0,0,0,0,39,0.04722791103279569,0.4490040146852715,0
32,45494,salaried,91623,9,10636,16,0,1,1,0,32,0.23380183348719125,2.013917501153644,1
23,47810,self-employed,99943,6,17242,43,1,0,0,0,34,0.360655059343048,2.090413133931193,1
21,61001,student,59785,12,5296,46,4,0,1,0,41,0.08682048215833624,0.9800579127774661,0
53,30585,salaried,63902,3,21768,20,4,0,1,0,8,0.7117523621482739,2.089320763802255,1
30,17676,salaried,62948,9,7461,36,2,0,1,0,11,0.4221439797898992,3.5611873961404745,1
49,43001,salaried,69006,6,11858,41,1,1,0,0,42,0.2757682767076669,1.604738044094746,1
33,18660,salaried,99653,3,33940,43,0,1,1,0,20,1.8188353917440625,5.340318366856336,1
32,76809,salaried,56229,6,10031,40,0,0,0,0,27,0.1305968998076399,0.7320618855384469,0
51,61832,self-employed,89559,9,10519,14,1,0,0,0,48,0.17013447850914712,1.4484136515043484,0
22,72459,salaried,90196,6,15321,50,2,1,0,1,15,0.2114468192038158,1.244775626496554,1
55,40936,self-employed,17195,12,2209,44,2,1,0,0,43,0.053975819191881186,0.4200386950301895,0
43,48258,salaried,34077,6,6201,16,2,0,0,0,6,0.12851465841495457,0.7061331501987222,0
37,33107,self-employed,25324,9,3313,39,0,0,0,0,24,0.10009092037224471,0.764893698431803,0
46,53243,self-employed,49605,9,6365,6,2,0,1,0,32,0.11955255155418251,0.931656509164585,0
28,21766,salaried,66007,12,6103,46,2,1,0,0,18,0.2803846270296706,3.0324550627791433,1
49,10000,self-employed,52346,6,9155,39,2,0,0,0,2,0.9155352618043369,5.2346,1
46,28139,salaried,97715,12,8538,23,0,0,0,0,13,0.30344909338072734,3.4725404910911934,1
30,18167,salaried,48016,3,16361,55,0,1,1,0,34,0.9005463163969065,2.642903452828474,1
46,62168,salaried,45536,3,15744,3,0,0,0,1,6,0.2532488680748065,0.7324562480033057,0
54,67235,salaried,15261,9,2598,59,1,0,0,1,22,0.03864775897698829,0.2269794492269975,0
27,18956,salaried,63024,6,10996,26,3,0,1,0,31,0.5801060460224146,3.324740847392242,1
24,59375,salaried,46993,9,5528,12,2,0,1,0,38,0.09310769987123588,0.7914512671238655,0
31,54270,salaried,82410,3,27826,4,3,0,0,0,35,0.5127262475563346,1.5184968406257404,0
49,16453,salaried,90591,9,10458,40,2,0,0,0,17,0.6356553285400317,5.505930493845519,1
56,34145,student,95289,6,16532,7,1,1,0,0,47,0.48418536298828957,2.790635394415904,1
45,31297,self-employed,37663,9,4784,25,3,0,0,0,42,0.15288262755978838,1.203385153725551,0
41,51219,salaried,54899,3,18813,40,1,0,0,1,49,0.36731335279414,1.071828855491256,0
56,21568,self-employed,90422,6,15759,1,0,0,0,0,7,0.7306775416834767,4.192354482340095,1
30,38516,self-employed,90705,3,30944,58,1,1,0,0,16,0.8034006992681357,2.3549396499215107,1
57,29710,salaried,45037,6,7949,41,0,0,0,0,13,0.26755981341529605,1.5158367815606446,0
29,47100,salaried,57115,3,19470,48,3,0,1,0,23,0.41337804451209365,1.2126296647964878,1
44,36748,student,46587,3,16224,47,0,1,0,0,15,0.44150759752355423,1.2677383387933872,1
55,31971,self-employed,91731,6,15992,8,0,0,0,0,33,0.5002279370100335,2.869165738230272,1
55,36800,self-employed,87107,12,7713,34,2,0,0,0,38,0.20961517180917122,2.367002579249859,1
56,70540,salaried,45470,9,5087,4,2,0,0,0,13,0.0721245332926422,0.6445929381032914,0
38,33746,self-employed,61086,6,10872,43,0,0,0,0,34,0.32218788114539815,1.8101429813420946,1
59,24384,salaried,12752,12,1520,17,3,0,0,0,8,0.06236879153329277,0.5229461116759582,0
52,48751,self-employed,38597,3,13134,30,3,1,0,0,42,0.26940945245350123,0.7917089156119668,0
44,37847,self-employed,75787,6,13313,19,1,0,0,0,24,0.35178034681923537,2.0024503861399796,1
43,18771,salaried,23140,6,4578,5,4,0,0,1,22,0.2439007884475249,1.2327204032106855,0
52,73472,self-employed,56164,9,6880,50,0,0,0,0,11,0.0936456833096823,0.7644226346158466,0
57,34712,self-employed,81088,12,7412,49,2,1,0,0,2,0.21352434894509442,2.3359672240174962,1
32,34331,salaried,90315,12,8232,59,3,0,0,0,42,0.2398008816481489,2.630639344795116,1
33,42397,salaried,27849,3,9698,9,3,1,0,0,40,0.22874212826994142,0.6568542982807323,0
43,65951,self-employed,20869,12,2462,19,3,0,0,0,12,0.03734237883838074,0.31642829058048244,0
45,14803,student,66126,12,5947,44,3,0,1,0,36,0.4017212981333855,4.46682001965869,1
55,44139,self-employed,57536,6,9882,30,3,0,0,0,23,0.22389890532818357,1.3034951671540347,0
50,71309,salaried,45879,9,5691,1,1,1,0,0,40,0.07981560849564945,0.6433822794877273,0
37,41930,salaried,20785,9,2665,22,4,0,0,0,26,0.0635742977887241,0.49569613398417733,0
40,21469,salaried,52086,3,17847,59,0,0,0,0,39,0.8312796435942639,2.4259908480095462,1
45,30724,self-employed,69225,12,6049,4,4,1,0,0,48,0.19689091269257833,2.2531211313659414,1
42,43103,self-employed,75069,3,25399,36,0,1,0,0,28,0.5892681814980664,1.7416092984344727,1
33,59962,self-employed,37206,9,4746,33,3,1,0,0,30,0.07915883593384282,0.6204923710955282,0
39,34909,self-employed,12018,12,1653,17,1,1,0,1,6,0.04737536139845065,0.3442570314198877,0
56,52399,salaried,63953,3,21829,58,2,0,0,0,26,0.4166033508243884,1.220482294170929,1
32,18469,salaried,19626,12,1993,35,3,0,0,0,44,0.10794703911984957,1.0626186109479665,0
39,18344,student,37167,3,13045,46,4,0,0,0,30,0.7111277215489192,2.02608728916273,1
32,32757,self-employed,89916,3,30758,30,0,1,0,1,12,0.9389505675943025,2.744857083922292,1
29,61570,salaried,49883,9,5851,8,3,0,0,0,4,0.09504111407843696,0.8101778618257591,0
27,41033,salaried,62631,6,10879,42,2,0,0,0,42,0.26513191754679094,1.5263523861132995,1
48,44347,salaried,33036,6,5939,29,3,0,0,0,16,0.13392561157002153,0.7449404672140298,0
34,44171,salaried,45604,3,15493,4,4,0,0,0,20,0.35076379950957703,1.0324375670838977,0
51,56638,salaried,58466,9,6844,46,1,1,0,0,33,0.12085190519400557,1.032272968623053,0
39,30846,salaried,46994,3,16161,11,4,1,0,1,44,0.5239257783132553,1.5234697982574334,1
36,50324,self-employed,35331,6,6452,46,2,0,0,0,14,0.12822368607539286,0.7020667234154954,0
25,27536,salaried,75251,12,7113,18,0,0,0,0,42,0.2583398117966935,2.7327470582868765,1
55,69749,student,67099,9,7789,32,0,0,1,1,40,0.11168451720170984,0.962005384658987,0
32,27994,salaried,64434,6,10992,15,2,1,0,0,34,0.3926726094873867,2.3016965375386644,1
45,26764,salaried,30772,6,5254,37,1,1,1,0,17,0.19633428366132394,1.149746507202963,1
41,48245,salaried,81142,6,14108,8,0,0,0,0,32,0.2924308200305276,1.681872123779305,1
56,41196,salaried,31433,9,4149,9,3,0,0,0,5,0.10071676675383445,0.7629956647693951,0
43,44902,salaried,8261,9,1332,37,3,0,0,0,7,0.029670199740732293,0.1839752211081546,0
36,43409,salaried,7742,6,1790,3,0,0,0,0,26,0.041240760304355584,0.17834720727460768,0
59,23644,salaried,84450,9,9697,32,2,0,0,0,15,0.4101401974098944,3.571712994657728,1
59,64200,salaried,74029,3,25125,15,2,0,0,0,31,0.391357469257845,1.1530927926159484,0
34,53403,salaried,43877,9,5442,22,4,0,0,0,44,0.10192098213271623,0.8216184606139304,0
51,60384,salaried,68681,9,8602,6,3,1,0,0,10,0.14245736845943596,1.137399252808989,1
25,32075,student,11922,6,2259,11,0,0,0,0,45,0.07044221215497397,0.3716909235406997,0
55,46247,self-employed,90927,12,7839,21,3,1,0,0,1,0.1695011115808094,1.9660804505743406,1
43,42960,salaried,23263,12,2209,58,1,0,0,0,7,0.051419469585682734,0.5414970825660153,0
49,56920,student,58416,12,5312,17,2,0,0,0,16,0.09333507482979718,1.0262817914908324,0
31,57403,salaried,86486,12,8003,15,1,0,0,0,12,0.13942199628886698,1.5066270447408106,0
38,42895,salaried,71436,12,6405,20,2,0,0,0,35,0.14932277191469578,1.6653393387930961,0
32,17230,salaried,55051,3,18907,4,2,0,0,0,41,1.0973353719754129,3.194930820911065,1
29,66694,self-employed,90210,3,30278,36,1,0,0,0,1,0.4539905465227025,1.3525766095089724,0
30,48339,salaried,85292,9,9717,54,3,0,0,0,35,0.20103390246791875,1.7644255809842504,1
37,30873,salaried,56700,12,5168,4,3,0,1,1,3,0.16741670179998572,1.8365297795643143,1
58,46098,salaried,51092,12,5252,1,4,0,1,0,26,0.11394460936537225,1.1083312425324092,0
27,17333,salaried,91164,3,30563,14,0,0,0,0,40,1.763245655046481,5.259381603989285,1
33,55830,self-employed,40082,9,5193,55,1,0,0,0,19,0.09302046898234168,0.71792562216288,0
29,17931,self-employed,20819,6,3905,30,3,0,0,0,25,0.21778243180149384,1.1610085059179058,0
